order_id,order_date,region,sku,quantity,amount
ORD10245,17-Feb-26,North,SKU-029,3,$263.16
ORD10246,21-Feb-26,West ,SKU-025,11,$770.02
ORD10247,20-Feb-26,SOUTH,SKU-038,7,$383.90
ORD10248,28-Feb-26, West,SKU-016,10,$882.17
ORD10249,18-Feb-26,East,SKU-025,5,$836.83
ORD10250,02-Feb-26,west,SKU-012,5,$503.49
ORD10251,13-Feb-26, East,SKU-001,6,$689.92
ORD10252,09-Feb-26,NORTH,SKU-033,9,$280.11
ORD10253,06-Feb-26,South ,SKU-024,1,$151.92
ORD10254,03-Feb-26,east,SKU-011,4,$650.66
ORD10255,06-Feb-26,East,SKU-002,5,$63.76
ORD10256,14-Feb-26,SOUTH,SKU-001,11,$699.19
ORD10257,06-Feb-26,NORTH,SKU-030,7,$97.19
ORD10258,28-Feb-26, North,SKU-037,11,"$1,874.66"
ORD10259,04-Feb-26,SOUTH,SKU-024,10,"$1,104.13"
ORD10260,26-Feb-26,EAST,SKU-013,11,"$1,425.73"
ORD10261,25-Feb-26,WEST,SKU-037,7,$342.23
ORD10262,26-Feb-26, East,SKU-014,9,"$1,029.61"
ORD10263,20-Feb-26,South,SKU-013,8,"$1,137.62"
ORD10264,06-Feb-26, East,SKU-028,8,$376.71
ORD10265,25-Feb-26,NORTH,SKU-040,7,"$1,121.56"
ORD10266,09-Feb-26,east,SKU-033,9,$910.23
ORD10267,19-Feb-26,SOUTH,SKU-019,12,$184.20
ORD10268,26-Feb-26,north,SKU-001,4,$472.17
ORD10269,11-Feb-26,East ,SKU-030,12,"$1,838.52"
ORD10270,18-Feb-26,east,SKU-002,7,$993.88
ORD10271,27-Feb-26,north,SKU-027,3,$455.17
ORD10272,05-Feb-26,West,SKU-040,5,$348.84
ORD10273,02-Feb-26,North ,SKU-040,11,$871.44
ORD10274,12-Feb-26,North ,SKU-020,11,$579.27
ORD10275,05-Feb-26, East,sku-016,1,$97.23
ORD10276,22-Feb-26, North,SKU-007,1,$173.69
ORD10277,04-Feb-26,SOUTH,SKU-036,6,$450.65
ORD10278,05-Feb-26,South ,SKU-016,7,$872.85
ORD10279,05-Feb-26, South,SKU-002,4,$308.92
ORD10280,24-Feb-26, West,SKU-037,12,$415.53
ORD10281,04-Feb-26,SOUTH,SKU-037,11,"$1,627.65"
ORD10282,07-Feb-26,EAST,SKU-025,5,$51.09
ORD10283,18-Feb-26,East,SKU-029,10,"$1,633.70"
ORD10284,28-Feb-26,West ,SKU-011,6,$87.10
ORD10285,08-Feb-26,south,SKU-008,9,"$1,496.99"
ORD10286,18-Feb-26,South,SKU-004,10,$920.16
ORD10287,12-Feb-26,North,SKU-005,1,$165.01
ORD10288,14-Feb-26,south,SKU-002,3,$414.43
ORD10289,17-Feb-26, East,SKU-028,6,"$1,013.77"
ORD10290,22-Feb-26,west,SKU-012,5,$218.96
ORD10291,21-Feb-26, West,SKU-026,1,$127.21
ORD10292,19-Feb-26,East,SKU-010,5,$693.46
ORD10293,26-Feb-26, South,sku-021,10,"$1,550.26"
ORD10294,09-Feb-26,north,SKU-040,11,"$1,730.79"
ORD10295,02-Feb-26,North,SKU-028,8,"$1,246.66"
ORD10296,16-Feb-26,south,SKU-030,3,$251.27
ORD10297,19-Feb-26,East,SKU-039,1,$14.73
ORD10298,19-Feb-26,West ,SKU-019,5,$635.57
ORD10299,03-Feb-26,North ,SKU-008,2,$316.96
ORD10300,17-Feb-26,west,SKU-001,9,$513.50
ORD10301,21-Feb-26,NORTH,SKU-040,10,"$1,605.87"
ORD10302,05-Feb-26,north,SKU-021,10,$906.22
ORD10303,08-Feb-26, West,SKU-026,12,"$1,714.79"
ORD10304,27-Feb-26,North,SKU-028,7,$917.82
ORD10305,14-Feb-26,East ,SKU-038,6,$487.17
ORD10306,13-Feb-26,SOUTH,SKU-022,10,$832.40
ORD10307,24-Feb-26, East,SKU-034,10,$613.01
ORD10308,19-Feb-26,SOUTH,SKU-015,9,"$1,136.92"
ORD10309,23-Feb-26,West ,SKU-021,11,$463.59
ORD10310,24-Feb-26,East,SKU-007,4,$582.45
ORD10311,17-Feb-26,south,SKU-038,12,"$1,915.65"
ORD10312,14-Feb-26,West ,SKU-010,12,"$2,151.52"
ORD10313,19-Feb-26,south,SKU-004,3,$411.14
ORD10314,27-Feb-26,south,SKU-009,2,$99.77
ORD10315,17-Feb-26,north,SKU-017,8,$664.63
ORD10316,24-Feb-26,South ,SKU-024,1,$39.95
ORD10317,27-Feb-26, East,SKU-023,3,$335.89
ORD10318,19-Feb-26,North,sku-033,3,$60.59
ORD10319,18-Feb-26,North,SKU-014,11,"$1,427.73"
ORD10320,07-Feb-26,East ,SKU-007,1,$105.80
ORD10321,25-Feb-26, South,SKU-018,8,$801.47
ORD10322,01-Feb-26,EAST,SKU-032,11,"$1,530.58"
ORD10323,15-Feb-26,north,SKU-012,12,$315.04
ORD10324,25-Feb-26,west,SKU-026,7,$672.24
ORD10325,20-Feb-26,north,SKU-013,2,$322.96
ORD10326,15-Feb-26,West,SKU-014,5,$590.83
ORD10327,27-Feb-26,West,SKU-010,6,$695.18
ORD10328,16-Feb-26, East,SKU-003,10,$928.13
ORD10329,12-Feb-26,WEST,SKU-012,2,$206.25
ORD10330,07-Feb-26,North ,SKU-040,8,$956.53
ORD10331,10-Feb-26,NORTH,SKU-026,4,$615.41
ORD10332,27-Feb-26,West,SKU-016,3,$465.18
ORD10333,01-Feb-26,north,SKU-037,10,$212.61
ORD10334,14-Feb-26,west,SKU-040,10,$150.97
ORD10335,10-Feb-26,east,SKU-028,5,$559.55
ORD10336,11-Feb-26,North ,SKU-040,2,$231.74
ORD10337,13-Feb-26,NORTH,SKU-008,6,$346.56
ORD10338,03-Feb-26, West,SKU-017,10,"$1,121.71"
ORD10339,08-Feb-26,North ,SKU-022,10,$112.61
ORD10340,13-Feb-26,West,SKU-010,1,$58.19
ORD10341,27-Feb-26,West,SKU-013,7,$705.92
ORD10342,13-Feb-26,North,SKU-016,1,$148.38
ORD10343,06-Feb-26,SOUTH,SKU-028,10,"$1,231.44"
ORD10344,09-Feb-26,West,SKU-030,1,$105.28
ORD10345,13-Feb-26,South ,SKU-019,6,$546.49
ORD10346,07-Feb-26,South ,SKU-033,10,$260.29
ORD10347,25-Feb-26,south,sku-006,5,$219.80
ORD10348,02-Feb-26, South,SKU-017,10,"$1,414.47"
ORD10349,01-Feb-26,East,SKU-037,9,"$1,140.13"
ORD10350,24-Feb-26, South,SKU-021,10,$849.54
ORD10351,13-Feb-26,East,SKU-030,5,$864.29
ORD10352,11-Feb-26,South,SKU-036,7,$650.54
ORD10353,10-Feb-26,WEST,SKU-012,5,$92.73
ORD10354,04-Feb-26,West ,SKU-009,2,$265.17
ORD10355,11-Feb-26,South,SKU-040,9,$688.74
ORD10356,02-Feb-26,East ,SKU-019,7,$858.91
ORD10357,26-Feb-26, South,SKU-006,12,"$1,720.77"
ORD10358,27-Feb-26,West,SKU-032,1,$139.28
ORD10359,02-Feb-26,South,SKU-007,6,$891.98
ORD10360,23-Feb-26, North,SKU-017,7,$786.82
ORD10361,17-Feb-26,WEST,SKU-001,3,$291.62
ORD10362,01-Feb-26,East,SKU-029,9,$118.49
ORD10363,02-Feb-26, West,SKU-020,7,$78.39
ORD10364,08-Feb-26,north,SKU-031,2,$288.39
ORD10365,26-Feb-26,east,SKU-007,3,$125.15
ORD10366,26-Feb-26, West,SKU-008,7,$405.10
ORD10367,22-Feb-26, North,SKU-011,3,$492.31
ORD10368,03-Feb-26,East,SKU-010,6,$265.99
ORD10369,10-Feb-26,West ,SKU-030,12,$135.19
ORD10370,03-Feb-26,East ,SKU-032,8,$414.21
ORD10371,26-Feb-26,South,SKU-019,7,"$1,169.07"
ORD10372,22-Feb-26,NORTH,SKU-009,9,$942.45
ORD10373,28-Feb-26,North,SKU-018,6,$200.13
ORD10374,28-Feb-26,east,SKU-019,6,$471.48
ORD10375,15-Feb-26,West,SKU-025,1,$70.03
ORD10376,17-Feb-26,WEST,SKU-015,9,$229.82
ORD10377,02-Feb-26,North ,SKU-034,10,$709.29
ORD10378,28-Feb-26, West,SKU-010,7,$371.88
ORD10379,09-Feb-26,East,SKU-037,12,$293.08
ORD10380,21-Feb-26,North ,SKU-032,7,$674.48
ORD10381,19-Feb-26,EAST,SKU-017,8,$905.71
ORD10382,03-Feb-26, East,SKU-027,10,$435.94
ORD10383,01-Feb-26,EAST,SKU-005,10,$805.37
ORD10384,26-Feb-26,East,SKU-019,10,"$1,411.98"
ORD10385,17-Feb-26,east,SKU-012,6,$983.78
ORD10386,12-Feb-26,NORTH,SKU-014,1,$62.38
ORD10387,19-Feb-26,South ,SKU-027,4,$203.12
ORD10388,06-Feb-26,east,SKU-012,9,$125.07
ORD10389,05-Feb-26,South ,SKU-003,6,$213.21
ORD10390,05-Feb-26,South,SKU-036,10,"$1,024.22"
ORD10391,23-Feb-26,South ,SKU-016,9,$851.37
ORD10392,23-Feb-26, South,SKU-022,9,"$1,034.78"
ORD10393,16-Feb-26,west,SKU-016,9,$210.04
ORD10394,25-Feb-26,south,SKU-032,4,$54.24
ORD10395,09-Feb-26,East ,SKU-002,6,$299.33
ORD10396,13-Feb-26,South ,SKU-004,5,$681.87
ORD10397,24-Feb-26, North,SKU-030,11,"$1,511.54"
ORD10398,09-Feb-26,north,SKU-039,1,$137.55
ORD10399,22-Feb-26,East,SKU-033,7,$575.14
ORD10400,07-Feb-26, North,SKU-007,2,$200.64
ORD10401,16-Feb-26,west,SKU-025,10,$883.99
ORD10402,01-Feb-26,WEST,SKU-038,9,"$1,618.17"
ORD10403,12-Feb-26, East,SKU-026,10,"$1,233.31"
ORD10404,16-Feb-26,NORTH,sku-040,7,$262.33
ORD10405,12-Feb-26,east,SKU-011,11,"$1,444.31"
ORD10406,23-Feb-26,south,SKU-008,6,$379.63
ORD10407,06-Feb-26,North,SKU-016,1,$68.09
ORD10408,20-Feb-26,SOUTH,SKU-007,12,$601.60
ORD10409,05-Feb-26,west,SKU-015,9,"$1,499.55"
ORD10410,17-Feb-26,South ,SKU-006,10,$390.66
ORD10411,27-Feb-26,North ,SKU-001,3,$519.47
ORD10412,17-Feb-26, West,SKU-024,12,"$1,991.58"
ORD10413,09-Feb-26,east,SKU-010,2,$348.96
ORD10414,13-Feb-26,North,SKU-030,3,$130.37
ORD10415,17-Feb-26,NORTH,SKU-022,5,$325.25
ORD10416,05-Feb-26, East,SKU-021,1,$84.64
ORD10417,13-Feb-26,South,SKU-004,4,$105.83
ORD10418,08-Feb-26,West,SKU-040,7,$148.87
ORD10419,10-Feb-26,West ,SKU-003,10,"$1,379.00"
ORD10420,04-Feb-26,WEST,SKU-036,2,$95.10
ORD10421,10-Feb-26,south,SKU-032,3,$458.40
ORD10422,27-Feb-26,EAST,SKU-031,4,$522.69
ORD10423,26-Feb-26,East,SKU-040,3,$138.58
ORD10424,26-Feb-26,East,SKU-018,3,$203.33
ORD10425,11-Feb-26,South,SKU-010,5,$373.57
ORD10426,08-Feb-26,south,SKU-019,5,$61.32
ORD10427,28-Feb-26,West,SKU-018,9,"$1,290.41"
ORD10428,15-Feb-26,SOUTH,sku-009,7,$739.58
ORD10429,13-Feb-26,North,SKU-010,11,"$1,116.86"
ORD10430,14-Feb-26,South ,SKU-001,3,$191.53
ORD10431,24-Feb-26,South,SKU-006,1,$162.54
ORD10432,26-Feb-26,East,SKU-039,9,"$1,313.68"
ORD10433,11-Feb-26,South,SKU-013,10,"$1,527.13"
ORD10434,18-Feb-26,West,SKU-022,5,$221.00
ORD10435,17-Feb-26,WEST,SKU-012,5,$517.29
ORD10436,13-Feb-26,WEST,SKU-026,7,$431.00
ORD10437,22-Feb-26,WEST,SKU-018,2,$74.62
ORD10438,19-Feb-26,West ,SKU-021,2,$317.05
ORD10439,11-Feb-26, West,SKU-031,10,$570.95
ORD10440,26-Feb-26,East,SKU-039,5,$120.70
ORD10441,21-Feb-26,North ,SKU-009,10,"$1,309.08"
ORD10442,14-Feb-26, North,SKU-010,5,$79.63
ORD10443,03-Feb-26, North,SKU-025,10,$438.29

Total: 259 orders,,,,,
Generated by LegacySalesSystem v2.3,,,,,
