Order ID,Order Date,Region,SKU,Qty,Sale Amount
ORD10822,04/09/2026, East,SKU-022,5,$46.77
ORD10823,04/10/2026,North ,SKU-002,10,"$1,733.59"
ORD10824,04/28/2026,south,SKU-021,7,$582.67
ORD10825,04/18/2026,West,SKU-002,11,"$1,432.05"
ORD10826,04/29/2026,east,SKU-034,3,$318.95
ORD10827,04/08/2026, South,SKU-038,8,$302.22
ORD10828,04/23/2026,North,SKU-034,8,$558.06
ORD10829,04/25/2026, South,SKU-021,7,$743.52
ORD10830,04/13/2026,South,SKU-038,12,"$1,687.66"
ORD10831,04/23/2026,WEST,SKU-034,9,$948.20
ORD10832,04/28/2026,West ,SKU-002,4,$235.28
ORD10833,04/20/2026,WEST,SKU-033,3,$339.01
ORD10834,04/20/2026, South,SKU-023,7,$464.03
ORD10835,04/23/2026, North,SKU-031,1,$106.11
ORD10836,04/23/2026,West,SKU-023,4,$389.61
ORD10837,04/23/2026, North,SKU-034,6,$751.52
ORD10838,04/30/2026,West ,SKU-024,4,$606.04
ORD10839,04/22/2026, North,SKU-019,9,$713.79
ORD10840,04/19/2026,South ,SKU-003,6,$947.37
ORD10841,04/01/2026,South,SKU-019,1,$11.33
ORD10842,04/16/2026,NORTH,SKU-006,7,$691.84
ORD10843,04/28/2026, East,SKU-001,7,"$1,061.35"
ORD10844,04/19/2026,South,SKU-005,10,"$1,053.59"
ORD10845,04/09/2026, West,SKU-025,6,$84.34
ORD10846,04/28/2026, South,SKU-031,6,$667.80
ORD10847,04/28/2026, South,SKU-037,5,$219.36
ORD10848,04/01/2026,South ,SKU-002,6,$905.70
ORD10849,04/25/2026,West ,SKU-029,2,$340.16
ORD10850,04/19/2026,North ,SKU-015,7,$275.42
ORD10851,04/24/2026, West,SKU-038,11,$690.35
ORD10852,04/25/2026,SOUTH,SKU-024,1,$13.40
ORD10853,04/18/2026,EAST,SKU-002,12,$788.60
ORD10854,04/13/2026,WEST,SKU-012,2,$141.59
ORD10855,04/30/2026,West ,SKU-018,2,$145.57
ORD10856,04/09/2026,East,SKU-039,11,"$1,436.59"
ORD10857,04/24/2026, North,SKU-011,5,$634.20
ORD10858,04/14/2026,South,SKU-026,4,$48.11
ORD10859,04/02/2026,west,SKU-016,5,$186.19
ORD10860,04/08/2026, South,SKU-004,1,$73.10
ORD10861,04/25/2026,north,SKU-028,6,$274.74
ORD10862,04/12/2026,West ,sku-037,8,$273.55
ORD10863,04/30/2026,North,SKU-013,11,$335.15
ORD10864,04/26/2026,east,SKU-030,7,$528.78
ORD10865,04/25/2026, East,SKU-020,2,$335.78
ORD10866,04/27/2026,East ,SKU-032,2,$93.12
ORD10867,04/30/2026,WEST,SKU-030,1,$43.35
ORD10868,04/29/2026,East,SKU-023,7,$698.38
ORD10869,04/26/2026,South,SKU-018,5,$83.26
ORD10870,04/20/2026, East,SKU-020,4,$697.51
ORD10871,04/30/2026, East,SKU-011,2,$303.02
ORD10872,04/28/2026,West ,SKU-034,1,$88.07
ORD10873,04/26/2026,north,SKU-015,1,$80.84
ORD10874,04/04/2026,East,SKU-008,3,$428.12
ORD10875,04/11/2026,South,SKU-037,6,$263.37
ORD10876,04/11/2026,East,SKU-026,12,"$1,536.07"
ORD10877,04/14/2026,South ,SKU-029,12,"$1,961.26"
ORD10878,04/01/2026,east,SKU-023,8,"$1,302.68"
ORD10879,04/27/2026,East ,SKU-027,3,$482.76
ORD10880,04/11/2026, East,SKU-029,8,"$1,090.81"
ORD10881,04/15/2026,West ,SKU-010,8,$393.55
ORD10882,04/28/2026,North,SKU-036,3,$306.74
ORD10883,04/18/2026,North,SKU-030,5,$781.37
ORD10884,04/23/2026,East,SKU-007,8,$683.96
ORD10885,04/28/2026,North ,SKU-040,8,$382.18
ORD10886,04/30/2026,EAST,SKU-018,8,$281.46
ORD10887,04/04/2026,South,SKU-022,5,$633.57
ORD10888,04/25/2026,West,SKU-029,9,"$1,030.88"
ORD10889,04/06/2026,North,SKU-021,7,$339.66
ORD10890,04/10/2026,East ,SKU-019,2,$305.70
ORD10891,04/23/2026,west,SKU-031,3,$111.32
ORD10892,04/14/2026,East ,SKU-035,10,"$1,256.81"
ORD10893,04/10/2026, West,SKU-027,4,$80.74
ORD10894,04/01/2026,South ,SKU-009,1,$168.78
ORD10895,04/04/2026,East ,SKU-037,6,$864.45
ORD10896,04/21/2026,South ,SKU-025,6,"$1,062.63"
ORD10897,04/03/2026,North,SKU-010,12,"$1,881.18"
ORD10898,04/01/2026,West,SKU-018,6,$278.88
ORD10899,04/13/2026,west,SKU-030,11,$176.73
ORD10900,04/07/2026, West,SKU-008,11,$913.19
ORD10901,04/13/2026,NORTH,SKU-002,2,$314.98
ORD10902,04/25/2026,North,SKU-028,1,$12.10
ORD10903,04/30/2026,South,SKU-036,12,$825.05
ORD10904,04/27/2026, South,SKU-023,11,"$1,047.40"
ORD10905,04/01/2026,North,SKU-012,11,$443.22
ORD10906,04/12/2026, South,SKU-007,12,"$1,758.03"
ORD10907,04/18/2026,West ,SKU-020,9,$997.83
ORD10908,04/09/2026,WEST,SKU-006,10,"$1,463.30"
ORD10909,04/04/2026,South ,SKU-027,7,$776.69
ORD10910,04/05/2026, East,SKU-039,3,$162.58
ORD10911,04/22/2026,West ,SKU-037,4,$413.10
ORD10912,04/09/2026,west,SKU-006,9,$350.02
ORD10913,04/21/2026,East,SKU-016,8,"$1,139.41"
ORD10914,04/13/2026,East ,SKU-027,9,$584.62
ORD10915,04/02/2026,west,SKU-018,10,$301.38
ORD10916,04/19/2026,North,SKU-001,5,$505.46
ORD10917,04/19/2026,WEST,SKU-011,8,$744.91
ORD10918,04/28/2026,west,SKU-022,7,"$1,240.58"
ORD10919,04/24/2026,South,SKU-016,7,$339.34
ORD10920,04/30/2026,WEST,SKU-005,9,$577.00
ORD10921,04/20/2026,SOUTH,SKU-016,6,$948.62
ORD10922,04/30/2026,west,SKU-037,7,$749.02
ORD10923,04/21/2026, West,SKU-001,10,$375.60
ORD10924,04/08/2026,North,SKU-008,2,$258.62
ORD10925,04/04/2026,SOUTH,SKU-014,8,$329.98
ORD10926,04/18/2026, South,SKU-038,6,$888.44
ORD10927,04/07/2026, West,SKU-029,8,$417.91
ORD10928,04/08/2026,West ,SKU-029,5,$753.44
ORD10929,04/23/2026,North,SKU-039,12,"$1,379.41"
ORD10930,04/17/2026,SOUTH,SKU-017,10,$627.83
ORD10931,04/17/2026,West,SKU-006,12,"$1,246.12"
ORD10932,04/27/2026, West,SKU-019,4,$358.19
ORD10933,04/27/2026,EAST,SKU-019,7,$691.13
ORD10934,04/19/2026,SOUTH,sku-013,2,$71.99

Total: 244 orders,,,,,
Generated by LegacySalesSystem v2.3,,,,,
