OrderID,Date,Sales Region,Product SKU,Units,Revenue ($)
ORD10576,2026-03-10,West ,SKU-039,8,"$1,208.09"
ORD10577,2026-03-21,North,SKU-001,6,"$1,022.22"
ORD10578,2026-03-05,EAST,SKU-029,6,$298.49
ORD10579,2026-03-18,north,SKU-014,6,$498.86
ORD10580,2026-03-05,SOUTH,SKU-026,1,$43.45
ORD10581,2026-03-24,west,SKU-024,2,$185.93
ORD10582,2026-03-30,East,SKU-013,6,$879.40
ORD10583,2026-03-11,East ,SKU-003,3,$32.66
ORD10584,2026-03-28,South,SKU-012,8,$644.11
ORD10585,2026-03-06,NORTH,SKU-022,2,$31.89
ORD10586,2026-03-02,East,SKU-010,8,$448.88
ORD10587,2026-03-14, East,SKU-003,6,$945.49
ORD10588,2026-03-18,East,SKU-037,6,$557.11
ORD10589,2026-03-22,East ,SKU-037,2,$276.87
ORD10590,2026-03-15,North,SKU-025,10,"$1,491.93"
ORD10591,2026-03-18, South,SKU-002,7,$976.34
ORD10592,2026-03-29,east,SKU-034,6,$61.34
ORD10593,2026-03-25, North,SKU-039,5,$398.89
ORD10594,2026-03-29,west,SKU-034,2,$64.83
ORD10595,2026-03-06, South,SKU-016,1,$154.39
ORD10596,2026-03-27,west,SKU-005,12,"$1,593.58"
ORD10597,2026-03-13,SOUTH,SKU-035,4,$141.29
ORD10598,2026-03-30, East,SKU-024,1,$129.50
ORD10599,2026-03-20,WEST,SKU-026,3,$93.68
ORD10600,2026-03-19, East,SKU-002,5,$123.33
ORD10601,2026-03-18,West ,SKU-022,12,"$1,091.38"
ORD10602,2026-03-09,north,SKU-010,10,"$1,501.23"
ORD10603,2026-03-26, South,SKU-034,12,"$2,044.64"
ORD10604,2026-03-28,NORTH,SKU-033,5,$798.69
ORD10605,2026-03-29,south,SKU-018,8,"$1,191.77"
ORD10606,2026-03-11,north,SKU-014,11,$441.64
ORD10607,2026-03-28,north,SKU-018,2,$148.63
ORD10608,2026-03-22,NORTH,SKU-022,1,$169.89
ORD10609,2026-03-30,South ,SKU-034,2,$180.23
ORD10610,2026-03-25,SOUTH,SKU-030,11,"$1,107.33"
ORD10611,2026-03-18,west,SKU-008,6,$243.57
ORD10612,2026-03-28,north,SKU-005,4,$70.19
ORD10613,2026-03-17,west,SKU-026,8,$210.33
ORD10614,2026-03-29,WEST,SKU-008,8,$410.06
ORD10615,2026-03-12,South ,SKU-012,7,$312.02
ORD10616,2026-03-03,south,SKU-029,11,"$1,649.58"
ORD10617,2026-03-18,North,SKU-015,1,$87.72
ORD10618,2026-03-27,south,SKU-040,4,$718.82
ORD10619,2026-03-06,West ,SKU-014,11,$372.92
ORD10620,2026-03-19,west,SKU-004,12,"$1,564.95"
ORD10621,2026-03-18,west,SKU-039,10,"$1,618.73"
ORD10622,2026-03-31,West ,SKU-011,12,$446.16
ORD10623,2026-03-06,North,SKU-033,4,$53.38
ORD10624,2026-03-22, West,SKU-029,1,$54.23
ORD10625,2026-03-14,East,SKU-011,1,$80.73
ORD10626,2026-03-21,East ,SKU-021,10,"$1,235.73"
ORD10627,2026-03-28,East ,SKU-008,12,"$1,240.09"
ORD10628,2026-03-08,North ,SKU-035,7,$137.66
ORD10629,2026-03-05, West,SKU-002,3,$31.51
ORD10630,2026-03-01, West,SKU-006,4,$149.85
ORD10631,2026-03-09,North ,SKU-006,4,$551.76
ORD10632,2026-03-30,South ,SKU-026,6,"$1,045.77"
ORD10633,2026-03-10,WEST,SKU-010,3,$444.60
ORD10634,2026-03-23,WEST,SKU-008,3,$256.66
ORD10635,2026-03-12,east,SKU-014,7,"$1,011.87"
ORD10636,2026-03-26,west,SKU-002,6,$407.45
ORD10637,2026-03-09,South ,SKU-001,7,$570.94
ORD10638,2026-03-24,NORTH,SKU-037,7,$80.53
ORD10639,2026-03-03,WEST,SKU-007,2,$30.16
ORD10640,2026-03-08,North ,SKU-011,12,$398.37
ORD10641,2026-03-28,east,SKU-040,9,$107.94
ORD10642,2026-03-26,west,SKU-004,7,$375.41
ORD10643,2026-03-17,South,SKU-032,8,$965.95
ORD10644,2026-03-21,North,SKU-026,9,"$1,439.59"
ORD10645,2026-03-29,North ,SKU-017,7,"$1,073.28"
ORD10646,2026-03-06, North,SKU-030,10,$252.07
ORD10647,2026-03-04,West,SKU-017,4,$420.25
ORD10648,2026-03-01,South,SKU-021,11,"$1,934.47"
ORD10649,2026-03-16,West,SKU-028,9,"$1,490.17"
ORD10650,2026-03-15,SOUTH,SKU-031,4,$171.02
ORD10651,2026-03-26,EAST,SKU-040,3,$320.05
ORD10652,2026-03-14,East ,SKU-022,8,$705.51
ORD10653,2026-03-22,East ,SKU-014,7,$380.15
ORD10654,2026-03-09,South ,SKU-032,5,$529.73
ORD10655,2026-03-25, North,SKU-025,3,$423.70
ORD10656,2026-03-16,east,SKU-005,1,$162.41
ORD10657,2026-03-22,South,SKU-027,8,"$1,020.66"
ORD10658,2026-03-09,East ,SKU-036,8,"$1,177.34"
ORD10659,2026-03-05,west,SKU-038,1,$172.62
ORD10660,2026-03-31,WEST,SKU-001,7,"$1,066.26"
ORD10661,2026-03-03,NORTH,SKU-001,7,$180.97
ORD10662,2026-03-13, South,SKU-006,7,$511.23
ORD10663,2026-03-25, North,SKU-022,4,$117.40
ORD10664,2026-03-25,South,SKU-014,4,$263.86
ORD10665,2026-03-12,West,SKU-006,5,$595.79
ORD10666,2026-03-07,East,SKU-004,1,$42.18
ORD10667,2026-03-05,WEST,SKU-016,2,$342.58
ORD10668,2026-03-20, West,SKU-035,5,$722.52
ORD10669,2026-03-27, South,sku-030,3,$68.83
ORD10670,2026-03-13, South,SKU-024,3,$348.40
ORD10671,2026-03-01,West,SKU-032,8,"$1,016.34"
ORD10672,2026-03-15, East,SKU-036,11,$476.65
ORD10673,2026-03-12,South ,SKU-033,10,"$1,632.03"
ORD10674,2026-03-19,east,SKU-005,12,"$1,512.90"
ORD10675,2026-03-25, West,SKU-004,8,$494.28
ORD10676,2026-03-21,North ,SKU-015,8,$130.27
ORD10677,2026-03-28,East ,SKU-021,8,"$1,378.84"
ORD10678,2026-03-22,west,SKU-015,2,$65.04
ORD10679,2026-03-05,NORTH,SKU-037,9,$722.22
ORD10680,2026-03-16, East,SKU-017,11,$684.71
ORD10681,2026-03-24,WEST,SKU-029,10,$830.41
ORD10682,2026-03-11,East,SKU-019,1,$15.42
ORD10683,2026-03-04, South,SKU-026,5,$362.08
ORD10684,2026-03-12,West,SKU-034,9,$101.24
ORD10685,2026-03-21,West ,SKU-015,3,$314.30
ORD10686,2026-03-06,North ,SKU-030,7,$782.55
ORD10687,2026-03-21,West ,SKU-007,10,$244.85
ORD10688,2026-03-12,north,SKU-018,3,$321.71
ORD10689,2026-03-28,North ,SKU-002,9,"$1,518.31"
ORD10690,2026-03-26, North,SKU-001,12,"$1,535.92"

Total: 247 orders,,,,,
Generated by LegacySalesSystem v2.3,,,,,
