order_id,order_date,region,sku,quantity,amount,month,cost,source_file
ORD10769,2026-04-06,North,SKU-011,7,142.93,2026-04,478.45,sales_apr_2026.csv
ORD10770,2026-04-01,South,SKU-031,5,890.51,2026-04,265.4,sales_apr_2026.csv
ORD10771,2026-04-04,North,SKU-019,8,147.39,2026-04,220.64,sales_apr_2026.csv
ORD10772,2026-04-06,North,SKU-022,3,243.64,2026-04,14.97,sales_apr_2026.csv
ORD10773,2026-04-02,South,SKU-009,12,485.57,2026-04,104.16,sales_apr_2026.csv
ORD10774,2026-04-20,West,SKU-024,10,1279.91,2026-04,165.2,sales_apr_2026.csv
ORD10775,2026-04-29,South,SKU-012,11,1449.11,2026-04,110.0,sales_apr_2026.csv
ORD10776,2026-04-19,West,SKU-036,10,404.23,2026-04,829.8,sales_apr_2026.csv
ORD10777,2026-04-15,North,SKU-034,4,550.17,2026-04,152.28,sales_apr_2026.csv
ORD10778,2026-04-28,South,SKU-034,10,1409.9,2026-04,380.7,sales_apr_2026.csv
ORD10779,2026-04-03,East,SKU-027,9,89.81,2026-04,714.33,sales_apr_2026.csv
ORD10780,2026-04-21,North,SKU-016,7,714.78,2026-04,382.62,sales_apr_2026.csv
ORD10781,2026-04-12,West,SKU-035,5,891.11,2026-04,48.5,sales_apr_2026.csv
ORD10782,2026-04-25,North,SKU-012,1,82.69,2026-04,10.0,sales_apr_2026.csv
ORD10783,2026-04-15,East,SKU-040,2,100.97,2026-04,176.08,sales_apr_2026.csv
ORD10784,2026-04-08,South,SKU-023,9,623.93,2026-04,36.63,sales_apr_2026.csv
ORD10785,2026-04-30,North,SKU-023,11,772.77,2026-04,44.77,sales_apr_2026.csv
ORD10786,2026-04-03,East,SKU-022,11,1667.34,2026-04,54.89,sales_apr_2026.csv
ORD10787,2026-04-19,South,SKU-003,11,897.16,2026-04,893.53,sales_apr_2026.csv
ORD10788,2026-04-23,South,SKU-019,10,1061.11,2026-04,275.8,sales_apr_2026.csv
ORD10789,2026-04-04,East,SKU-038,11,537.96,2026-04,266.53,sales_apr_2026.csv
ORD10790,2026-04-22,North,SKU-015,11,167.93,2026-04,364.87,sales_apr_2026.csv
ORD10791,2026-04-12,East,SKU-010,1,162.55,2026-04,45.55,sales_apr_2026.csv
ORD10792,2026-04-18,West,SKU-007,2,53.38,2026-04,150.32,sales_apr_2026.csv
ORD10793,2026-04-24,East,SKU-026,1,36.66,2026-04,19.62,sales_apr_2026.csv
ORD10794,2026-04-09,South,SKU-014,10,1367.94,2026-04,675.9,sales_apr_2026.csv
ORD10795,2026-04-07,North,SKU-011,8,96.75,2026-04,546.8,sales_apr_2026.csv
ORD10796,2026-04-04,North,SKU-021,12,178.19,2026-04,237.96,sales_apr_2026.csv
ORD10797,2026-04-25,South,SKU-013,9,915.53,2026-04,581.22,sales_apr_2026.csv
ORD10798,2026-04-20,East,SKU-040,4,604.75,2026-04,352.16,sales_apr_2026.csv
ORD10799,2026-04-22,South,SKU-037,2,92.25,2026-04,102.3,sales_apr_2026.csv
ORD10800,2026-04-25,North,SKU-008,8,582.46,2026-04,158.64,sales_apr_2026.csv
ORD10801,2026-04-29,East,SKU-034,5,421.09,2026-04,190.35,sales_apr_2026.csv
ORD10802,2026-04-15,North,SKU-028,6,200.1,2026-04,440.58,sales_apr_2026.csv
ORD10803,2026-04-14,East,SKU-005,12,1165.54,2026-04,597.12,sales_apr_2026.csv
ORD10804,2026-04-14,North,SKU-038,6,463.71,2026-04,145.38,sales_apr_2026.csv
ORD10805,2026-04-19,South,SKU-037,4,166.78,2026-04,204.6,sales_apr_2026.csv
ORD10806,2026-04-28,East,SKU-023,1,170.95,2026-04,4.07,sales_apr_2026.csv
ORD10807,2026-04-17,West,SKU-023,7,794.31,2026-04,28.49,sales_apr_2026.csv
ORD10808,2026-04-22,North,SKU-018,4,147.42,2026-04,163.84,sales_apr_2026.csv
ORD10809,2026-04-25,West,SKU-021,5,127.56,2026-04,99.15,sales_apr_2026.csv
ORD10810,2026-04-11,West,SKU-010,2,231.39,2026-04,91.1,sales_apr_2026.csv
ORD10811,2026-04-25,East,SKU-027,12,2109.8,2026-04,952.44,sales_apr_2026.csv
ORD10812,2026-04-19,East,SKU-013,5,493.47,2026-04,322.9,sales_apr_2026.csv
ORD10813,2026-04-30,West,SKU-035,4,363.69,2026-04,38.8,sales_apr_2026.csv
ORD10814,2026-04-10,North,SKU-030,12,2089.29,2026-04,76.8,sales_apr_2026.csv
ORD10815,2026-04-21,South,SKU-020,7,411.2,2026-04,479.99,sales_apr_2026.csv
ORD10816,2026-04-16,South,SKU-019,4,496.42,2026-04,110.32,sales_apr_2026.csv
ORD10817,2026-04-13,West,SKU-019,9,542.61,2026-04,248.22,sales_apr_2026.csv
ORD10818,2026-04-19,South,SKU-036,4,530.07,2026-04,331.92,sales_apr_2026.csv
ORD10819,2026-04-04,North,SKU-003,12,316.69,2026-04,974.76,sales_apr_2026.csv
ORD10820,2026-04-12,North,SKU-029,2,37.01,2026-04,157.38,sales_apr_2026.csv
ORD10821,2026-04-10,East,SKU-029,10,348.68,2026-04,786.9,sales_apr_2026.csv
ORD10822,2026-04-09,East,SKU-022,5,46.77,2026-04,24.95,sales_apr_2026.csv
ORD10823,2026-04-10,North,SKU-002,10,1733.59,2026-04,81.0,sales_apr_2026.csv
ORD10824,2026-04-28,South,SKU-021,7,582.67,2026-04,138.81,sales_apr_2026.csv
ORD10825,2026-04-18,West,SKU-002,11,1432.05,2026-04,89.1,sales_apr_2026.csv
ORD10826,2026-04-29,East,SKU-034,3,318.95,2026-04,114.21,sales_apr_2026.csv
ORD10827,2026-04-08,South,SKU-038,8,302.22,2026-04,193.84,sales_apr_2026.csv
ORD10828,2026-04-23,North,SKU-034,8,558.06,2026-04,304.56,sales_apr_2026.csv
ORD10829,2026-04-25,South,SKU-021,7,743.52,2026-04,138.81,sales_apr_2026.csv
ORD10830,2026-04-13,South,SKU-038,12,1687.66,2026-04,290.76,sales_apr_2026.csv
ORD10831,2026-04-23,West,SKU-034,9,948.2,2026-04,342.63,sales_apr_2026.csv
ORD10832,2026-04-28,West,SKU-002,4,235.28,2026-04,32.4,sales_apr_2026.csv
ORD10833,2026-04-20,West,SKU-033,3,339.01,2026-04,248.97,sales_apr_2026.csv
ORD10834,2026-04-20,South,SKU-023,7,464.03,2026-04,28.49,sales_apr_2026.csv
ORD10835,2026-04-23,North,SKU-031,1,106.11,2026-04,53.08,sales_apr_2026.csv
ORD10836,2026-04-23,West,SKU-023,4,389.61,2026-04,16.28,sales_apr_2026.csv
ORD10837,2026-04-23,North,SKU-034,6,751.52,2026-04,228.42,sales_apr_2026.csv
ORD10838,2026-04-30,West,SKU-024,4,606.04,2026-04,66.08,sales_apr_2026.csv
ORD10839,2026-04-22,North,SKU-019,9,713.79,2026-04,248.22,sales_apr_2026.csv
ORD10840,2026-04-19,South,SKU-003,6,947.37,2026-04,487.38,sales_apr_2026.csv
ORD10841,2026-04-01,South,SKU-019,1,11.33,2026-04,27.58,sales_apr_2026.csv
ORD10842,2026-04-16,North,SKU-006,7,691.84,2026-04,59.01,sales_apr_2026.csv
ORD10843,2026-04-28,East,SKU-001,7,1061.35,2026-04,232.05,sales_apr_2026.csv
ORD10844,2026-04-19,South,SKU-005,10,1053.59,2026-04,497.6,sales_apr_2026.csv
ORD10845,2026-04-09,West,SKU-025,6,84.34,2026-04,161.52,sales_apr_2026.csv
ORD10846,2026-04-28,South,SKU-031,6,667.8,2026-04,318.48,sales_apr_2026.csv
ORD10847,2026-04-28,South,SKU-037,5,219.36,2026-04,255.75,sales_apr_2026.csv
ORD10848,2026-04-01,South,SKU-002,6,905.7,2026-04,48.6,sales_apr_2026.csv
ORD10849,2026-04-25,West,SKU-029,2,340.16,2026-04,157.38,sales_apr_2026.csv
ORD10850,2026-04-19,North,SKU-015,7,275.42,2026-04,232.19,sales_apr_2026.csv
ORD10851,2026-04-24,West,SKU-038,11,690.35,2026-04,266.53,sales_apr_2026.csv
ORD10852,2026-04-25,South,SKU-024,1,13.4,2026-04,16.52,sales_apr_2026.csv
ORD10853,2026-04-18,East,SKU-002,12,788.6,2026-04,97.2,sales_apr_2026.csv
ORD10854,2026-04-13,West,SKU-012,2,141.59,2026-04,20.0,sales_apr_2026.csv
ORD10855,2026-04-30,West,SKU-018,2,145.57,2026-04,81.92,sales_apr_2026.csv
ORD10856,2026-04-09,East,SKU-039,11,1436.59,2026-04,456.28,sales_apr_2026.csv
ORD10857,2026-04-24,North,SKU-011,5,634.2,2026-04,341.75,sales_apr_2026.csv
ORD10858,2026-04-14,South,SKU-026,4,48.11,2026-04,78.48,sales_apr_2026.csv
ORD10859,2026-04-02,West,SKU-016,5,186.19,2026-04,273.3,sales_apr_2026.csv
ORD10860,2026-04-08,South,SKU-004,1,73.1,2026-04,5.65,sales_apr_2026.csv
ORD10861,2026-04-25,North,SKU-028,6,274.74,2026-04,440.58,sales_apr_2026.csv
ORD10862,2026-04-12,West,SKU-037,8,273.55,2026-04,409.2,sales_apr_2026.csv
ORD10863,2026-04-30,North,SKU-013,11,335.15,2026-04,710.38,sales_apr_2026.csv
ORD10864,2026-04-26,East,SKU-030,7,528.78,2026-04,44.8,sales_apr_2026.csv
ORD10865,2026-04-25,East,SKU-020,2,335.78,2026-04,137.14,sales_apr_2026.csv
ORD10866,2026-04-27,East,SKU-032,2,93.12,2026-04,165.06,sales_apr_2026.csv
ORD10867,2026-04-30,West,SKU-030,1,43.35,2026-04,6.4,sales_apr_2026.csv
ORD10868,2026-04-29,East,SKU-023,7,698.38,2026-04,28.49,sales_apr_2026.csv
ORD10869,2026-04-26,South,SKU-018,5,83.26,2026-04,204.8,sales_apr_2026.csv
ORD10870,2026-04-20,East,SKU-020,4,697.51,2026-04,274.28,sales_apr_2026.csv
ORD10871,2026-04-30,East,SKU-011,2,303.02,2026-04,136.7,sales_apr_2026.csv
ORD10872,2026-04-28,West,SKU-034,1,88.07,2026-04,38.07,sales_apr_2026.csv
ORD10873,2026-04-26,North,SKU-015,1,80.84,2026-04,33.17,sales_apr_2026.csv
ORD10874,2026-04-04,East,SKU-008,3,428.12,2026-04,59.49,sales_apr_2026.csv
ORD10875,2026-04-11,South,SKU-037,6,263.37,2026-04,306.9,sales_apr_2026.csv
ORD10876,2026-04-11,East,SKU-026,12,1536.07,2026-04,235.44,sales_apr_2026.csv
ORD10877,2026-04-14,South,SKU-029,12,1961.26,2026-04,944.28,sales_apr_2026.csv
ORD10878,2026-04-01,East,SKU-023,8,1302.68,2026-04,32.56,sales_apr_2026.csv
ORD10879,2026-04-27,East,SKU-027,3,482.76,2026-04,238.11,sales_apr_2026.csv
ORD10880,2026-04-11,East,SKU-029,8,1090.81,2026-04,629.52,sales_apr_2026.csv
ORD10881,2026-04-15,West,SKU-010,8,393.55,2026-04,364.4,sales_apr_2026.csv
ORD10882,2026-04-28,North,SKU-036,3,306.74,2026-04,248.94,sales_apr_2026.csv
ORD10883,2026-04-18,North,SKU-030,5,781.37,2026-04,32.0,sales_apr_2026.csv
ORD10884,2026-04-23,East,SKU-007,8,683.96,2026-04,601.28,sales_apr_2026.csv
ORD10885,2026-04-28,North,SKU-040,8,382.18,2026-04,704.32,sales_apr_2026.csv
ORD10886,2026-04-30,East,SKU-018,8,281.46,2026-04,327.68,sales_apr_2026.csv
ORD10887,2026-04-04,South,SKU-022,5,633.57,2026-04,24.95,sales_apr_2026.csv
ORD10888,2026-04-25,West,SKU-029,9,1030.88,2026-04,708.21,sales_apr_2026.csv
ORD10889,2026-04-06,North,SKU-021,7,339.66,2026-04,138.81,sales_apr_2026.csv
ORD10890,2026-04-10,East,SKU-019,2,305.7,2026-04,55.16,sales_apr_2026.csv
ORD10891,2026-04-23,West,SKU-031,3,111.32,2026-04,159.24,sales_apr_2026.csv
ORD10892,2026-04-14,East,SKU-035,10,1256.81,2026-04,97.0,sales_apr_2026.csv
ORD10893,2026-04-10,West,SKU-027,4,80.74,2026-04,317.48,sales_apr_2026.csv
ORD10894,2026-04-01,South,SKU-009,1,168.78,2026-04,8.68,sales_apr_2026.csv
ORD10895,2026-04-04,East,SKU-037,6,864.45,2026-04,306.9,sales_apr_2026.csv
ORD10896,2026-04-21,South,SKU-025,6,1062.63,2026-04,161.52,sales_apr_2026.csv
ORD10897,2026-04-03,North,SKU-010,12,1881.18,2026-04,546.6,sales_apr_2026.csv
ORD10898,2026-04-01,West,SKU-018,6,278.88,2026-04,245.76,sales_apr_2026.csv
ORD10899,2026-04-13,West,SKU-030,11,176.73,2026-04,70.4,sales_apr_2026.csv
ORD10900,2026-04-07,West,SKU-008,11,913.19,2026-04,218.13,sales_apr_2026.csv
ORD10901,2026-04-13,North,SKU-002,2,314.98,2026-04,16.2,sales_apr_2026.csv
ORD10902,2026-04-25,North,SKU-028,1,12.1,2026-04,73.43,sales_apr_2026.csv
ORD10903,2026-04-30,South,SKU-036,12,825.05,2026-04,995.76,sales_apr_2026.csv
ORD10904,2026-04-27,South,SKU-023,11,1047.4,2026-04,44.77,sales_apr_2026.csv
ORD10905,2026-04-01,North,SKU-012,11,443.22,2026-04,110.0,sales_apr_2026.csv
ORD10906,2026-04-12,South,SKU-007,12,1758.03,2026-04,901.92,sales_apr_2026.csv
ORD10907,2026-04-18,West,SKU-020,9,997.83,2026-04,617.13,sales_apr_2026.csv
ORD10908,2026-04-09,West,SKU-006,10,1463.3,2026-04,84.3,sales_apr_2026.csv
ORD10909,2026-04-04,South,SKU-027,7,776.69,2026-04,555.59,sales_apr_2026.csv
ORD10910,2026-04-05,East,SKU-039,3,162.58,2026-04,124.44,sales_apr_2026.csv
ORD10911,2026-04-22,West,SKU-037,4,413.1,2026-04,204.6,sales_apr_2026.csv
ORD10912,2026-04-09,West,SKU-006,9,350.02,2026-04,75.87,sales_apr_2026.csv
ORD10913,2026-04-21,East,SKU-016,8,1139.41,2026-04,437.28,sales_apr_2026.csv
ORD10914,2026-04-13,East,SKU-027,9,584.62,2026-04,714.33,sales_apr_2026.csv
ORD10915,2026-04-02,West,SKU-018,10,301.38,2026-04,409.6,sales_apr_2026.csv
ORD10916,2026-04-19,North,SKU-001,5,505.46,2026-04,165.75,sales_apr_2026.csv
ORD10917,2026-04-19,West,SKU-011,8,744.91,2026-04,546.8,sales_apr_2026.csv
ORD10918,2026-04-28,West,SKU-022,7,1240.58,2026-04,34.93,sales_apr_2026.csv
ORD10919,2026-04-24,South,SKU-016,7,339.34,2026-04,382.62,sales_apr_2026.csv
ORD10920,2026-04-30,West,SKU-005,9,577.0,2026-04,447.84,sales_apr_2026.csv
ORD10921,2026-04-20,South,SKU-016,6,948.62,2026-04,327.96,sales_apr_2026.csv
ORD10922,2026-04-30,West,SKU-037,7,749.02,2026-04,358.05,sales_apr_2026.csv
ORD10923,2026-04-21,West,SKU-001,10,375.6,2026-04,331.5,sales_apr_2026.csv
ORD10924,2026-04-08,North,SKU-008,2,258.62,2026-04,39.66,sales_apr_2026.csv
ORD10925,2026-04-04,South,SKU-014,8,329.98,2026-04,540.72,sales_apr_2026.csv
ORD10926,2026-04-18,South,SKU-038,6,888.44,2026-04,145.38,sales_apr_2026.csv
ORD10927,2026-04-07,West,SKU-029,8,417.91,2026-04,629.52,sales_apr_2026.csv
ORD10928,2026-04-08,West,SKU-029,5,753.44,2026-04,393.45,sales_apr_2026.csv
ORD10929,2026-04-23,North,SKU-039,12,1379.41,2026-04,497.76,sales_apr_2026.csv
ORD10930,2026-04-17,South,SKU-017,10,627.83,2026-04,80.2,sales_apr_2026.csv
ORD10931,2026-04-17,West,SKU-006,12,1246.12,2026-04,101.16,sales_apr_2026.csv
ORD10932,2026-04-27,West,SKU-019,4,358.19,2026-04,110.32,sales_apr_2026.csv
ORD10933,2026-04-27,East,SKU-019,7,691.13,2026-04,193.06,sales_apr_2026.csv
ORD10934,2026-04-19,South,SKU-013,2,71.99,2026-04,129.16,sales_apr_2026.csv
ORD10185,2026-02-01,West,SKU-028,5,546.35,2026-02,367.15,sales_feb_2026.csv
ORD10186,2026-02-21,South,SKU-004,4,115.85,2026-02,22.6,sales_feb_2026.csv
ORD10187,2026-02-15,West,SKU-007,8,486.84,2026-02,601.28,sales_feb_2026.csv
ORD10188,2026-02-19,North,SKU-037,2,345.29,2026-02,102.3,sales_feb_2026.csv
ORD10189,2026-02-20,West,SKU-014,10,1214.15,2026-02,675.9,sales_feb_2026.csv
ORD10190,2026-02-23,East,SKU-011,10,1089.87,2026-02,683.5,sales_feb_2026.csv
ORD10191,2026-02-10,South,SKU-023,12,204.15,2026-02,48.84,sales_feb_2026.csv
ORD10192,2026-02-08,East,SKU-010,5,249.32,2026-02,227.75,sales_feb_2026.csv
ORD10193,2026-02-08,South,SKU-011,5,623.5,2026-02,341.75,sales_feb_2026.csv
ORD10194,2026-02-23,East,SKU-005,7,904.15,2026-02,348.32,sales_feb_2026.csv
ORD10195,2026-02-01,North,SKU-023,7,750.96,2026-02,28.49,sales_feb_2026.csv
ORD10196,2026-02-04,South,SKU-026,11,1246.07,2026-02,215.82,sales_feb_2026.csv
ORD10197,2026-02-18,North,SKU-014,8,513.9,2026-02,540.72,sales_feb_2026.csv
ORD10198,2026-02-01,West,SKU-005,2,121.01,2026-02,99.52,sales_feb_2026.csv
ORD10199,2026-02-23,South,SKU-034,1,132.43,2026-02,38.07,sales_feb_2026.csv
ORD10200,2026-02-11,South,SKU-009,5,716.67,2026-02,43.4,sales_feb_2026.csv
ORD10201,2026-02-22,South,SKU-040,10,607.07,2026-02,880.4,sales_feb_2026.csv
ORD10202,2026-02-03,West,SKU-013,1,143.37,2026-02,64.58,sales_feb_2026.csv
ORD10203,2026-02-22,East,SKU-012,8,759.55,2026-02,80.0,sales_feb_2026.csv
ORD10204,2026-02-28,South,SKU-005,3,212.7,2026-02,149.28,sales_feb_2026.csv
ORD10205,2026-02-03,East,SKU-034,6,261.56,2026-02,228.42,sales_feb_2026.csv
ORD10206,2026-02-06,West,SKU-022,10,93.79,2026-02,49.9,sales_feb_2026.csv
ORD10207,2026-02-24,South,SKU-019,1,105.77,2026-02,27.58,sales_feb_2026.csv
ORD10208,2026-02-16,West,SKU-012,5,801.06,2026-02,50.0,sales_feb_2026.csv
ORD10209,2026-02-25,North,SKU-014,7,974.49,2026-02,473.13,sales_feb_2026.csv
ORD10210,2026-02-24,West,SKU-004,12,1055.93,2026-02,67.8,sales_feb_2026.csv
ORD10211,2026-02-06,West,SKU-032,7,611.84,2026-02,577.71,sales_feb_2026.csv
ORD10212,2026-02-28,West,SKU-025,5,708.89,2026-02,134.6,sales_feb_2026.csv
ORD10213,2026-02-10,South,SKU-034,2,122.2,2026-02,76.14,sales_feb_2026.csv
ORD10214,2026-02-27,South,SKU-002,12,2010.18,2026-02,97.2,sales_feb_2026.csv
ORD10215,2026-02-08,East,SKU-028,8,777.09,2026-02,587.44,sales_feb_2026.csv
ORD10216,2026-02-02,North,SKU-017,2,202.23,2026-02,16.04,sales_feb_2026.csv
ORD10217,2026-02-21,West,SKU-034,6,168.05,2026-02,228.42,sales_feb_2026.csv
ORD10218,2026-02-17,South,SKU-037,9,1073.76,2026-02,460.35,sales_feb_2026.csv
ORD10219,2026-02-14,East,SKU-026,5,561.39,2026-02,98.1,sales_feb_2026.csv
ORD10220,2026-02-13,South,SKU-039,8,250.94,2026-02,331.84,sales_feb_2026.csv
ORD10221,2026-02-01,East,SKU-016,5,267.01,2026-02,273.3,sales_feb_2026.csv
ORD10222,2026-02-19,East,SKU-006,11,1914.29,2026-02,92.73,sales_feb_2026.csv
ORD10223,2026-02-10,South,SKU-010,4,211.13,2026-02,182.2,sales_feb_2026.csv
ORD10224,2026-02-05,West,SKU-037,4,302.64,2026-02,204.6,sales_feb_2026.csv
ORD10225,2026-02-06,South,SKU-004,5,597.0,2026-02,28.25,sales_feb_2026.csv
ORD10226,2026-02-14,South,SKU-010,7,268.9,2026-02,318.85,sales_feb_2026.csv
ORD10227,2026-02-01,East,SKU-012,10,1237.82,2026-02,100.0,sales_feb_2026.csv
ORD10228,2026-02-20,East,SKU-016,1,94.4,2026-02,54.66,sales_feb_2026.csv
ORD10229,2026-02-25,East,SKU-002,4,513.34,2026-02,32.4,sales_feb_2026.csv
